EquipmentID,DateKey,ShiftID,PlannedProductionMinutes,DowntimeMinutes,IdealCycleTime,TotalCount,GoodCount
1023,20240327,3,480,6.3,0.807,527,504
1023,20240328,1,480,6.0,0.514,831,793
1023,20240328,2,480,24.7,0.676,585,562
1023,20240328,3,480,15.7,0.722,594,588
1023,20240329,1,480,14.1,0.65,639,637
1023,20240329,2,480,12.7,0.641,718,710
1023,20240329,3,480,0.5,0.759,559,548
1023,20240330,1,480,0.0,0.873,479,457
1023,20240330,2,480,1.8,0.517,870,850
1023,20240330,3,480,22.0,0.836,480,471
1023,20240331,1,480,3.4,0.661,669,661
1023,20240331,2,480,15.4,0.465,919,884
1023,20240331,3,480,17.4,0.873,493,486
1023,20240401,1,480,18.8,0.42,989,946
1023,20240401,2,480,20.2,0.559,753,742
1023,20240401,3,480,1.9,0.745,584,576
1023,20240402,1,480,143.0,0.889,367,356
1023,20240402,2,480,243.9,0.884,251,247
1023,20240402,3,480,255.6,0.845,240,237
1023,20240403,1,480,4.6,0.85,530,511
1023,20240403,2,480,21.5,0.475,894,859
1023,20240403,3,480,23.5,0.781,544,542
1023,20240404,1,480,0.4,0.748,579,572
1023,20240404,2,480,21.4,0.44,888,849
1023,20240404,3,480,17.3,0.841,540,529
1023,20240405,1,480,0.5,0.781,607,588
1023,20240405,2,480,1.6,0.444,921,893
1023,20240405,3,480,13.3,0.815,548,531
1023,20240406,1,480,23.5,0.517,765,762
1023,20240406,2,480,9.0,0.501,823,785
1023,20240406,3,480,5.1,0.746,629,614
1023,20240407,1,480,9.8,0.404,1015,982
1023,20240407,2,480,2.0,0.422,969,965
1023,20240407,3,480,19.6,0.575,767,740
1023,20240408,1,480,2.6,0.89,478,472
1023,20240408,2,480,21.0,0.715,568,561
1023,20240408,3,480,1.4,0.47,928,901
1023,20240409,1,480,1.2,0.675,629,617
1023,20240409,2,480,23.6,0.885,466,447
1023,20240409,3,480,20.8,0.675,654,649
1023,20240410,1,480,5.7,0.592,708,692
1023,20240410,2,480,16.0,0.773,561,550
1023,20240410,3,480,2.4,0.7,610,586
1023,20240411,1,480,11.7,0.844,532,523
1023,20240411,2,480,22.3,0.814,532,526
1023,20240411,3,480,12.9,0.576,759,747
1023,20240412,1,480,21.5,0.882,475,452
1023,20240412,2,480,24.9,0.83,515,500
1023,20240412,3,480,20.1,0.677,596,572
1023,20240413,1,480,16.6,0.745,576,565
1023,20240413,2,480,20.8,0.814,541,531
1023,20240413,3,480,3.8,0.424,1045,1020
1023,20240414,1,480,20.9,0.462,870,832
1023,20240414,2,480,24.0,0.594,690,662
1023,20240414,3,480,21.1,0.831,483,467
1023,20240415,1,480,15.5,0.581,723,714
1023,20240415,2,480,18.9,0.86,485,484
1023,20240415,3,480,7.2,0.67,692,685
1023,20240416,1,480,15.9,0.57,751,735
1023,20240416,2,480,19.8,0.689,655,634
1023,20240416,3,480,13.2,0.406,1013,984
1023,20240417,1,480,17.2,0.485,824,797
1023,20240417,2,480,17.5,0.733,571,557
1023,20240417,3,480,15.2,0.818,526,507
1023,20240418,1,480,8.3,0.601,764,747
1023,20240418,2,480,7.3,0.853,510,494
1023,20240418,3,480,15.2,0.798,529,527
1023,20240419,1,480,23.6,0.565,719,692
1023,20240419,2,480,5.9,0.804,541,515
1023,20240419,3,480,3.6,0.575,740,710
1023,20240420,1,480,17.1,0.842,518,510
1023,20240420,2,480,14.5,0.774,577,571
1023,20240420,3,480,0.5,0.415,1084,1065
1023,20240421,1,480,0.2,0.658,679,664
1023,20240421,2,480,3.0,0.443,969,944
1023,20240421,3,480,24.1,0.45,984,936
1023,20240422,1,480,22.3,0.785,546,534
1023,20240422,2,480,23.2,0.759,581,568
1023,20240422,3,480,11.2,0.759,526,520
1023,20240423,1,480,13.9,0.417,1088,1060
1023,20240423,2,480,21.6,0.669,661,652
1023,20240423,3,480,9.5,0.715,642,638
1023,20240424,1,480,7.9,0.715,576,568
1023,20240424,2,480,21.6,0.648,634,628
1023,20240424,3,480,16.7,0.421,1083,1061
1023,20240425,1,480,6.3,0.602,687,657
1023,20240425,2,480,8.6,0.84,531,530
1023,20240425,3,480,13.6,0.417,1004,970
1023,20240426,1,480,2.7,0.778,557,555
1023,20240426,2,480,16.1,0.525,805,783
1023,20240426,3,480,9.8,0.59,751,718
1023,20240427,1,480,15.8,0.835,485,475
1023,20240427,2,480,13.7,0.736,553,541
1023,20240427,3,480,16.4,0.5,817,787
1023,20240428,1,480,21.9,0.625,656,624
1023,20240428,2,480,7.7,0.78,591,583
1023,20240428,3,480,21.9,0.663,639,614
1023,20240429,1,480,8.0,0.88,504,486
1023,20240429,2,480,18.5,0.405,1106,1078
1023,20240429,3,480,2.6,0.483,952,920
1023,20240430,1,480,7.8,0.748,615,596
1023,20240430,2,480,20.5,0.406,966,931
1023,20240430,3,480,2.9,0.491,954,950
1023,20240501,1,480,11.9,0.852,521,517
1023,20240501,2,480,24.2,0.739,545,540
1023,20240501,3,480,22.1,0.658,611,609
1023,20240502,1,480,3.6,0.825,521,498
1023,20240502,2,480,22.3,0.89,494,485
1023,20240502,3,480,2.1,0.594,701,683
1023,20240503,1,480,11.5,0.457,900,895
1023,20240503,2,480,14.4,0.66,632,624
1023,20240503,3,480,12.1,0.462,875,832
1023,20240504,1,480,14.1,0.651,637,605
1023,20240504,2,480,16.0,0.651,649,644
1023,20240504,3,480,18.8,0.784,520,506
1023,20240505,1,480,17.0,0.49,858,837
1023,20240505,2,480,1.5,0.573,798,765
1023,20240505,3,480,24.0,0.5,792,785
1023,20240506,1,480,1.3,0.83,521,515
1023,20240506,2,480,20.4,0.687,574,559
1023,20240506,3,480,1.7,0.429,1056,1022
1023,20240507,1,480,1.4,0.612,751,748
1023,20240507,2,480,7.2,0.805,551,523
1023,20240507,3,480,14.5,0.438,1030,1001
1023,20240508,1,480,20.1,0.811,514,494
1023,20240508,2,480,7.9,0.465,922,903
1023,20240508,3,480,22.3,0.724,577,554
1023,20240509,1,480,11.2,0.835,499,488
1023,20240509,2,480,15.1,0.707,597,592
1023,20240509,3,480,18.9,0.693,591,567
1023,20240510,1,480,18.4,0.554,763,760
1023,20240510,2,480,22.2,0.584,762,735
1023,20240510,3,480,20.8,0.413,1031,1008
1023,20240511,1,480,3.1,0.713,633,614
1023,20240511,2,480,11.8,0.766,532,525
1023,20240511,3,480,2.2,0.483,940,934
1023,20240512,1,480,14.2,0.537,779,774
1023,20240512,2,480,11.6,0.836,540,520
1023,20240512,3,480,2.3,0.733,605,599
1023,20240513,1,480,14.5,0.666,690,687
1023,20240513,2,480,0.1,0.605,725,705
1023,20240513,3,480,3.2,0.59,717,695
1023,20240514,1,480,22.5,0.634,692,661
1023,20240514,2,480,24.9,0.817,517,493
1023,20240514,3,480,16.5,0.453,963,949
1023,20240515,1,480,21.3,0.898,482,467
1023,20240515,2,480,24.0,0.614,716,693
1023,20240515,3,480,19.7,0.752,551,524
1023,20240516,1,480,0.2,0.674,694,663
1023,20240516,2,480,7.2,0.857,527,516
1023,20240516,3,480,14.9,0.636,683,650
1023,20240517,1,480,0.1,0.629,663,648
1023,20240517,2,480,18.4,0.836,509,497
1023,20240517,3,480,13.2,0.405,1094,1065
1023,20240518,1,480,2.3,0.67,672,658
1023,20240518,2,480,9.3,0.829,507,486
1023,20240518,3,480,14.0,0.422,954,923
1023,20240519,1,480,0.1,0.469,950,905
1023,20240519,2,480,6.2,0.674,661,651
1023,20240519,3,480,0.6,0.431,1003,971
1023,20240520,1,480,18.3,0.553,732,715
1023,20240520,2,480,8.9,0.436,1043,1004
1023,20240520,3,480,1.2,0.729,578,552
1023,20240521,1,480,3.9,0.881,487,477
1023,20240521,2,480,14.1,0.604,708,680
1023,20240521,3,480,5.0,0.472,936,901
1023,20240522,1,480,6.8,0.816,541,522
1023,20240522,2,480,24.9,0.814,493,488
1023,20240522,3,480,24.8,0.835,476,462
1023,20240523,1,480,14.5,0.708,605,581
1023,20240523,2,480,20.0,0.518,779,759
1023,20240523,3,480,24.4,0.876,446,437
1023,20240524,1,480,16.3,0.899,475,459
1023,20240524,2,480,22.8,0.437,911,902
1023,20240524,3,480,7.8,0.716,597,574
1023,20240525,1,480,17.3,0.822,544,530
1023,20240525,2,480,2.0,0.838,551,526
1023,20240525,3,480,18.1,0.797,561,558
1023,20240526,1,480,23.9,0.714,597,575
1023,20240526,2,480,14.9,0.722,621,610
1023,20240526,3,480,20.0,0.517,837,806
1023,20240527,1,480,7.8,0.593,712,682
1023,20240527,2,480,23.3,0.629,706,685
1023,20240527,3,480,9.3,0.882,527,504
1023,20240528,1,480,1.1,0.758,560,552
1023,20240528,2,480,12.6,0.616,686,676
1023,20240528,3,480,20.3,0.692,603,584
1023,20240529,1,480,7.2,0.612,729,706
1023,20240529,2,480,7.8,0.791,576,559
1023,20240529,3,480,22.2,0.549,716,700
1023,20240530,1,480,14.5,0.463,923,889
1023,20240530,2,480,15.8,0.718,605,578
1023,20240530,3,480,5.8,0.659,643,627
1023,20240531,1,480,5.2,0.605,754,739
1023,20240531,2,480,19.5,0.791,503,483
1023,20240531,3,480,15.4,0.713,595,593
1023,20240601,1,480,18.0,0.446,988,953
1023,20240601,2,480,4.0,0.496,930,909
1023,20240601,3,480,10.5,0.667,693,676
1023,20240602,1,480,3.0,0.599,691,666
1023,20240602,2,480,22.7,0.598,744,725
1023,20240602,3,480,3.5,0.433,991,967
1023,20240603,1,480,12.7,0.688,639,633
1023,20240603,2,480,14.0,0.781,523,519
1023,20240603,3,480,2.2,0.589,770,760
1023,20240604,1,480,10.6,0.558,827,802
1023,20240604,2,480,2.5,0.662,651,650
1023,20240604,3,480,23.4,0.837,505,490
1023,20240605,1,480,15.9,0.441,1041,1009
1023,20240605,2,480,10.6,0.41,998,993
1023,20240605,3,480,15.9,0.542,816,807
1023,20240606,1,480,318.3,0.737,194,193
1023,20240606,2,480,219.7,0.791,294,284
1023,20240606,3,480,213.5,0.42,567,546
1023,20240607,1,480,23.1,0.663,681,653
1023,20240607,2,480,2.9,0.454,967,949
1023,20240607,3,480,17.2,0.572,724,719
1023,20240608,1,480,8.0,0.72,569,549
1023,20240608,2,480,0.7,0.682,612,593
1023,20240608,3,480,19.3,0.875,501,483
1023,20240609,1,480,2.9,0.781,567,548
1023,20240609,2,480,0.6,0.664,652,624
1023,20240609,3,480,10.4,0.426,958,921
1023,20240610,1,480,6.4,0.423,1025,1014
1023,20240610,2,480,1.9,0.411,1034,1022
1023,20240610,3,480,6.8,0.667,608,584
1023,20240611,1,480,10.9,0.662,658,643
1023,20240611,2,480,10.9,0.885,519,517
1023,20240611,3,480,13.6,0.609,754,743
1023,20240612,1,480,18.4,0.853,527,501
1023,20240612,2,480,22.5,0.756,561,546
1023,20240612,3,480,10.9,0.479,901,859
1023,20240613,1,480,9.4,0.598,765,751
1023,20240613,2,480,12.9,0.517,793,760
1023,20240613,3,480,2.6,0.777,561,542
1023,20240614,1,480,16.2,0.839,504,493
1023,20240614,2,480,4.6,0.498,850,813
1023,20240614,3,480,21.2,0.746,544,541
1023,20240615,1,480,0.8,0.672,705,675
1023,20240615,2,480,9.2,0.403,1121,1082
1023,20240615,3,480,10.5,0.463,905,864
1023,20240616,1,480,8.4,0.838,537,524
1023,20240616,2,480,8.4,0.68,646,645
1023,20240616,3,480,0.0,0.631,747,736
1023,20240617,1,480,8.0,0.616,691,679
1023,20240617,2,480,15.5,0.433,938,915
1023,20240617,3,480,18.8,0.638,650,628
1023,20240618,1,480,15.0,0.711,622,605
1023,20240618,2,480,10.7,0.697,610,599
1023,20240618,3,480,16.1,0.784,512,500
1023,20240619,1,480,9.6,0.848,530,525
1023,20240619,2,480,24.2,0.618,650,643
1023,20240619,3,480,9.2,0.835,509,502
1023,20240620,1,480,9.0,0.707,580,556
1023,20240620,2,480,10.7,0.508,838,810
1023,20240620,3,480,22.3,0.539,825,816
1023,20240621,1,480,21.4,0.53,838,828
1023,20240621,2,480,24.3,0.429,1028,1018
1023,20240621,3,480,22.7,0.657,607,594
1023,20240622,1,480,24.6,0.688,629,610
1023,20240622,2,480,16.6,0.516,799,792
1023,20240622,3,480,3.7,0.826,507,485
1023,20240623,1,480,18.6,0.46,910,888
1023,20240623,2,480,19.1,0.741,602,575
1023,20240623,3,480,0.9,0.721,590,566
1023,20240624,1,480,18.8,0.488,823,817
1023,20240624,2,480,17.9,0.447,1019,994
1023,20240624,3,480,4.3,0.551,780,764
1023,20240625,1,480,15.9,0.618,638,625
1023,20240625,2,480,5.8,0.752,609,596
1023,20240625,3,480,1.5,0.509,897,886
1023,20240626,1,480,10.9,0.846,483,464
1023,20240626,2,480,19.4,0.699,628,627
1023,20240626,3,480,22.2,0.532,808,773
1023,20240627,1,480,0.0,0.576,792,769
1023,20240627,2,480,18.6,0.743,605,590
1023,20240627,3,480,9.9,0.549,792,787
1023,20240628,1,480,12.8,0.645,714,689
1023,20240628,2,480,7.0,0.799,570,556
1023,20240628,3,480,0.7,0.431,1040,994
1023,20240629,1,480,16.3,0.587,734,721
1023,20240629,2,480,4.2,0.772,568,542
1023,20240629,3,480,7.1,0.678,628,599
1023,20240630,1,480,3.4,0.892,466,445
1023,20240630,2,480,21.7,0.725,548,546
1023,20240630,3,480,11.6,0.763,550,544
1023,20240701,1,480,1.2,0.768,544,520
1023,20240701,2,480,21.5,0.707,582,580
1023,20240701,3,480,22.0,0.783,544,522
1023,20240702,1,480,17.0,0.434,942,900
1023,20240702,2,480,11.0,0.797,504,497
1023,20240702,3,480,10.6,0.522,878,858
1023,20240703,1,480,21.6,0.712,588,581
1023,20240703,2,480,2.6,0.472,984,941
1023,20240703,3,480,5.8,0.766,533,524
1023,20240704,1,480,12.3,0.73,551,528
1023,20240704,2,480,1.9,0.71,592,567
1023,20240704,3,480,23.0,0.765,528,511
1023,20240705,1,480,17.9,0.576,789,787
1023,20240705,2,480,12.9,0.638,699,664
1023,20240705,3,480,15.3,0.588,751,748
1023,20240706,1,480,5.5,0.765,593,579
1023,20240706,2,480,6.9,0.764,575,555
1023,20240706,3,480,17.8,0.652,641,629
1023,20240707,1,480,19.0,0.448,982,938
1023,20240707,2,480,11.1,0.547,771,742
1023,20240707,3,480,10.1,0.694,659,632
1023,20240708,1,480,14.3,0.748,606,587
1023,20240708,2,480,15.8,0.621,739,705
1023,20240708,3,480,22.3,0.638,674,654
1023,20240709,1,480,13.6,0.694,597,573
1023,20240709,2,480,20.1,0.585,694,661
1023,20240709,3,480,22.7,0.497,892,848
1023,20240710,1,480,6.4,0.57,777,771
1023,20240710,2,480,2.9,0.753,570,550
1023,20240710,3,480,8.9,0.442,970,939
1023,20240711,1,480,19.1,0.638,667,657
1023,20240711,2,480,21.2,0.837,523,502
1023,20240711,3,480,9.4,0.82,505,499
1023,20240712,1,480,13.6,0.9,506,505
1023,20240712,2,480,19.3,0.62,647,625
1023,20240712,3,480,18.1,0.709,561,543
1023,20240713,1,480,14.9,0.583,689,664
1023,20240713,2,480,5.9,0.647,693,681
1023,20240713,3,480,12.6,0.603,739,718
1023,20240714,1,480,1.6,0.729,615,610
1023,20240714,2,480,14.5,0.808,549,528
1023,20240714,3,480,16.6,0.592,669,638
1023,20240715,1,480,16.7,0.823,556,533
1023,20240715,2,480,23.8,0.719,555,547
1023,20240715,3,480,12.9,0.523,798,760
1023,20240716,1,480,17.2,0.507,888,882
1023,20240716,2,480,1.3,0.523,885,859
1023,20240716,3,480,14.0,0.599,735,733
1023,20240717,1,480,8.7,0.539,836,794
1023,20240717,2,480,12.8,0.742,601,590
1023,20240717,3,480,11.8,0.654,679,667
1023,20240718,1,480,5.9,0.836,500,492
1023,20240718,2,480,5.1,0.718,581,574
1023,20240718,3,480,2.4,0.87,499,477
1023,20240719,1,480,7.4,0.694,645,635
1023,20240719,2,480,3.1,0.505,908,877
1023,20240719,3,480,15.5,0.408,1118,1115
1023,20240720,1,480,22.2,0.824,544,538
1023,20240720,2,480,13.7,0.579,784,762
1023,20240720,3,480,14.8,0.708,648,641
1023,20240721,1,480,17.6,0.554,782,767
1023,20240721,2,480,22.2,0.726,609,605
1023,20240721,3,480,20.5,0.52,768,760
1023,20240722,1,480,3.9,0.46,1013,964
1023,20240722,2,480,23.3,0.503,833,815
1023,20240722,3,480,19.8,0.421,981,956
1023,20240723,1,480,14.8,0.848,528,507
1023,20240723,2,480,12.2,0.471,916,900
1023,20240723,3,480,20.2,0.475,897,885
1023,20240724,1,480,6.9,0.481,887,852
1023,20240724,2,480,6.9,0.641,724,694
1023,20240724,3,480,13.2,0.797,551,544
1023,20240725,1,480,269.3,0.409,447,442
1023,20240725,2,480,102.3,0.605,595,576
1023,20240725,3,480,126.4,0.615,551,547
1023,20240726,1,480,11.3,0.839,541,527
1023,20240726,2,480,3.1,0.89,502,500
1023,20240726,3,480,15.8,0.813,541,525
1023,20240727,1,480,11.9,0.759,547,533
1023,20240727,2,480,11.1,0.474,902,863
1023,20240727,3,480,3.8,0.835,506,492
1023,20240728,1,480,0.5,0.874,525,520
1023,20240728,2,480,20.9,0.653,638,628
1023,20240728,3,480,17.4,0.678,646,628
1023,20240729,1,480,12.9,0.666,681,679
1023,20240729,2,480,9.0,0.677,676,657
1023,20240729,3,480,1.8,0.827,502,489
1023,20240730,1,480,11.6,0.468,908,885
1023,20240730,2,480,16.5,0.666,666,632
1023,20240730,3,480,23.8,0.787,504,494
1023,20240731,1,480,23.0,0.563,714,697
1023,20240731,2,480,0.6,0.406,1010,995
1023,20240731,3,480,6.5,0.84,530,522
1023,20240801,1,480,16.0,0.682,615,605
1023,20240801,2,480,16.9,0.453,880,859
1023,20240801,3,480,0.5,0.766,562,535
1023,20240802,1,480,24.1,0.577,776,762
1023,20240802,2,480,2.2,0.556,789,755
1023,20240802,3,480,17.0,0.804,550,537
1023,20240803,1,480,5.0,0.862,508,483
1023,20240803,2,480,16.1,0.575,744,709
1023,20240803,3,480,0.6,0.8,586,581
1023,20240804,1,480,6.2,0.475,937,925
1023,20240804,2,480,10.7,0.636,679,647
1023,20240804,3,480,16.9,0.891,469,450
1023,20240805,1,480,15.0,0.828,530,524
1023,20240805,2,480,10.4,0.798,507,486
1023,20240805,3,480,22.1,0.745,605,598
1023,20240806,1,480,21.2,0.731,552,548
1023,20240806,2,480,8.3,0.507,891,883
1023,20240806,3,480,9.1,0.519,788,774
1023,20240807,1,480,10.4,0.622,743,739
1023,20240807,2,480,14.8,0.468,903,861
1023,20240807,3,480,9.8,0.508,867,838
1023,20240808,1,480,18.6,0.814,544,531
1023,20240808,2,480,5.2,0.598,720,693
1023,20240808,3,480,16.7,0.576,692,675
1023,20240809,1,480,0.7,0.605,724,717
1023,20240809,2,480,20.7,0.691,578,558
1023,20240809,3,480,11.8,0.742,624,595
1023,20240810,1,480,2.3,0.501,878,839
1023,20240810,2,480,19.7,0.501,892,866
1023,20240810,3,480,8.7,0.489,850,848
1023,20240811,1,480,2.3,0.419,993,984
1023,20240811,2,480,8.7,0.775,600,571
1023,20240811,3,480,9.0,0.803,505,502
1023,20240812,1,480,8.7,0.404,1084,1041
1023,20240812,2,480,7.0,0.474,876,872
1023,20240812,3,480,12.0,0.514,828,816
1023,20240813,1,480,17.2,0.833,482,469
1023,20240813,2,480,15.6,0.637,693,674
1023,20240813,3,480,7.9,0.632,653,628
1023,20240814,1,480,17.1,0.685,630,624
1023,20240814,2,480,5.0,0.674,624,607
1023,20240814,3,480,23.3,0.563,774,745
1023,20240815,1,480,10.0,0.483,859,829
1023,20240815,2,480,14.0,0.635,690,664
1023,20240815,3,480,18.6,0.723,551,542
1023,20240816,1,480,11.0,0.723,586,575
1023,20240816,2,480,10.8,0.588,724,688
1023,20240816,3,480,18.8,0.778,530,506
1023,20240817,1,480,1.7,0.521,828,826
1023,20240817,2,480,6.7,0.884,484,472
1023,20240817,3,480,15.6,0.703,574,550
1023,20240818,1,480,5.5,0.763,571,564
1023,20240818,2,480,24.5,0.6,655,642
1023,20240818,3,480,4.1,0.574,741,740
1023,20240819,1,480,22.5,0.575,733,704
1023,20240819,2,480,11.9,0.415,973,938
1023,20240819,3,480,24.1,0.438,979,937
1023,20240820,1,480,11.4,0.407,1066,1038
1023,20240820,2,480,23.3,0.558,791,782
1023,20240820,3,480,6.7,0.627,716,697
1023,20240821,1,480,11.4,0.81,557,537
1023,20240821,2,480,21.0,0.621,647,631
1023,20240821,3,480,14.4,0.46,949,911
1023,20240822,1,480,7.1,0.531,864,859
1023,20240822,2,480,11.3,0.569,706,703
1023,20240822,3,480,6.6,0.581,746,720
1023,20240823,1,480,16.7,0.834,511,504
1023,20240823,2,480,11.4,0.523,807,800
1023,20240823,3,480,4.6,0.65,648,636
1023,20240824,1,480,20.9,0.405,1063,1043
1023,20240824,2,480,19.5,0.676,626,613
1023,20240824,3,480,2.8,0.744,574,565
1023,20240825,1,480,1.3,0.44,1062,1043
1023,20240825,2,480,24.3,0.412,981,936
1023,20240825,3,480,9.4,0.69,605,583
1023,20240826,1,480,3.5,0.472,889,858
1023,20240826,2,480,21.2,0.694,564,545
1023,20240826,3,480,23.2,0.723,571,556
1023,20240827,1,480,17.0,0.574,777,772
1023,20240827,2,480,16.9,0.886,509,504
1023,20240827,3,480,19.4,0.679,633,624
1023,20240828,1,480,5.3,0.698,661,650
1023,20240828,2,480,19.0,0.528,764,760
1023,20240828,3,480,13.9,0.557,749,725
1023,20240829,1,480,9.3,0.726,579,569
1023,20240829,2,480,13.5,0.837,489,476
1023,20240829,3,480,1.9,0.815,515,493
1023,20240830,1,480,13.1,0.597,698,667
1023,20240830,2,480,14.8,0.783,542,538
1023,20240830,3,480,22.5,0.871,503,499
1023,20240831,1,480,21.7,0.824,500,482
1023,20240831,2,480,24.4,0.651,598,585
1023,20240831,3,480,11.8,0.673,598,590
1023,20240901,1,480,16.1,0.486,859,845
1023,20240901,2,480,7.1,0.804,538,513
1023,20240901,3,480,7.1,0.893,501,493
1023,20240902,1,480,18.8,0.557,777,743
1023,20240902,2,480,25.0,0.709,550,545
1023,20240902,3,480,9.6,0.414,1033,985
1023,20240903,1,480,14.7,0.548,755,734
1023,20240903,2,480,21.2,0.501,901,861
1023,20240903,3,480,6.9,0.819,569,547
1023,20240904,1,480,14.6,0.663,681,652
1023,20240904,2,480,18.4,0.623,725,694
1023,20240904,3,480,3.1,0.813,546,541
1023,20240905,1,480,1.8,0.449,973,952
1023,20240905,2,480,17.3,0.744,562,559
1023,20240905,3,480,23.0,0.585,713,682
1023,20240906,1,480,14.7,0.732,577,556
1023,20240906,2,480,15.8,0.681,606,583
1023,20240906,3,480,14.9,0.599,679,645
1023,20240907,1,480,9.8,0.423,987,976
1023,20240907,2,480,13.7,0.702,607,577
1023,20240907,3,480,5.2,0.888,478,458
1023,20240908,1,480,19.1,0.431,1015,966
1023,20240908,2,480,20.9,0.834,499,491
1023,20240908,3,480,6.0,0.75,555,551
1023,20240909,1,480,17.5,0.729,583,579
1023,20240909,2,480,9.8,0.699,625,613
1023,20240909,3,480,12.2,0.475,874,844
1023,20240910,1,480,12.9,0.478,839,808
1023,20240910,2,480,20.1,0.77,540,515
1023,20240910,3,480,24.5,0.742,567,547
1023,20240911,1,480,21.5,0.55,813,798
1023,20240911,2,480,5.3,0.637,641,633
1023,20240911,3,480,4.9,0.553,751,715
1023,20240912,1,480,10.9,0.857,503,493
1023,20240912,2,480,0.8,0.676,681,678
1023,20240912,3,480,14.7,0.484,918,916
1023,20240913,1,480,15.2,0.729,576,548
1023,20240913,2,480,3.6,0.878,495,482
1023,20240913,3,480,11.4,0.49,875,842
1023,20240914,1,480,14.0,0.849,539,531
1023,20240914,2,480,23.5,0.74,558,555
1023,20240914,3,480,23.3,0.633,692,678
1023,20240915,1,480,7.1,0.854,485,483
1023,20240915,2,480,8.1,0.55,778,762
1023,20240915,3,480,2.4,0.595,694,692
1023,20240916,1,480,11.4,0.82,526,515
1023,20240916,2,480,7.7,0.704,644,620
1023,20240916,3,480,21.2,0.549,711,709
1023,20240917,1,480,23.4,0.673,648,636
1023,20240917,2,480,12.4,0.549,836,815
1023,20240917,3,480,11.1,0.704,646,629
1023,20240918,1,480,3.1,0.632,658,633
1023,20240918,2,480,14.7,0.679,673,661
1023,20240918,3,480,8.5,0.517,787,764
1023,20240919,1,480,14.5,0.774,512,507
1023,20240919,2,480,9.5,0.767,561,542
1023,20240919,3,480,24.2,0.865,494,491
1023,20240920,1,480,0.3,0.655,718,701
1023,20240920,2,480,20.7,0.417,997,969
1023,20240920,3,480,11.5,0.584,722,687
1023,20240921,1,480,7.8,0.4,1037,998
1023,20240921,2,480,3.7,0.406,1116,1104
1023,20240921,3,480,16.0,0.687,598,595
1023,20240922,1,480,15.5,0.755,528,516
1023,20240922,2,480,14.6,0.467,911,871
1023,20240922,3,480,2.6,0.587,797,772
1023,20240923,1,480,23.7,0.516,802,775
1023,20240923,2,480,23.4,0.694,594,585
1023,20240923,3,480,16.3,0.843,472,465
1023,20240924,1,480,11.9,0.493,825,805
1023,20240924,2,480,19.1,0.885,476,470
1023,20240924,3,480,6.1,0.468,961,945
1023,20240925,1,480,9.5,0.45,889,861
1023,20240925,2,480,1.3,0.605,695,685
1023,20240925,3,480,6.5,0.896,474,466
1023,20240926,1,480,2.0,0.597,732,699
1023,20240926,2,480,24.6,0.444,971,943
1023,20240926,3,480,10.2,0.468,961,930
1023,20240927,1,480,23.5,0.486,929,919
1023,20240927,2,480,20.1,0.481,817,776
1023,20240927,3,480,18.7,0.791,577,551
1023,20240928,1,480,16.6,0.585,710,690
1023,20240928,2,480,13.3,0.724,599,591
1023,20240928,3,480,3.6,0.787,528,526
1023,20240929,1,480,12.4,0.83,511,498
1023,20240929,2,480,4.7,0.688,628,615
1023,20240929,3,480,24.1,0.457,892,887
1023,20240930,1,480,6.9,0.598,683,652
1023,20240930,2,480,10.1,0.471,861,831
1023,20240930,3,480,4.2,0.825,549,530
1023,20241001,1,480,11.3,0.588,700,667
1023,20241001,2,480,8.1,0.43,956,947
1023,20241001,3,480,23.2,0.488,872,853
1023,20241002,1,480,4.9,0.588,763,725
1023,20241002,2,480,13.1,0.876,468,465
1023,20241002,3,480,14.5,0.666,594,589
1023,20241003,1,480,5.5,0.857,546,539
1023,20241003,2,480,11.1,0.751,583,561
1023,20241003,3,480,13.5,0.473,953,951
1023,20241004,1,480,5.9,0.808,533,511
1023,20241004,2,480,12.2,0.663,618,604
1023,20241004,3,480,0.3,0.673,636,634
1023,20241005,1,480,15.3,0.756,560,547
1023,20241005,2,480,16.0,0.671,617,586
1023,20241005,3,480,6.5,0.483,933,928
1023,20241006,1,480,17.5,0.444,1020,992
1023,20241006,2,480,13.0,0.609,658,649
1023,20241006,3,480,7.0,0.736,573,549
1023,20241007,1,480,9.5,0.877,489,466
1023,20241007,2,480,16.7,0.424,1008,985
1023,20241007,3,480,17.0,0.539,811,781
1023,20241008,1,480,5.3,0.834,547,524
1023,20241008,2,480,24.5,0.577,693,664
1023,20241008,3,480,16.0,0.459,987,938
1023,20241009,1,480,14.2,0.468,884,867
1023,20241009,2,480,2.7,0.877,504,502
1023,20241009,3,480,24.9,0.656,625,596
1023,20241010,1,480,9.6,0.677,659,627
1023,20241010,2,480,16.3,0.607,681,676
1023,20241010,3,480,3.7,0.829,556,532
1023,20241011,1,480,8.7,0.73,630,621
1023,20241011,2,480,22.5,0.535,766,758
1023,20241011,3,480,19.0,0.793,554,535
1023,20241012,1,480,15.1,0.853,509,508
1023,20241012,2,480,8.4,0.508,849,825
1023,20241012,3,480,22.0,0.485,813,781
1023,20241013,1,480,20.8,0.473,918,909
1023,20241013,2,480,12.5,0.677,660,639
1023,20241013,3,480,8.3,0.6,750,735
1023,20241014,1,480,9.3,0.739,563,538
1023,20241014,2,480,3.2,0.55,764,733
